user_id,visit_freq,home_dist,work_dist,CIVIC_RELIGION,CULTURE,DINING,EDUCATION,FITNESS,GROCERIES,HEALTHCARE,PARK,RETAIL,SERVICE,TOURISM,TRANSPORT
673bdce6-661e-4fde-bf09-81ed87c2a7c7,5,20174.66818,37.15004416,0,1,10,8,0,4,2,0,2,10,0,3
673bdce6-661e-4fde-bf09-81ed87c2a7c7,2,22006.99247,2430.042702,0,0,10,2,2,10,4,0,54,32,0,6
673bdce6-661e-4fde-bf09-81ed87c2a7c7,1,15364.53724,153566.6711,2,11,38,45,21,6,9,0,21,63,11,21
673bdce6-661e-4fde-bf09-81ed87c2a7c7,7,55.41919836,20192.52211,0,0,0,0,0,0,0,0,0,0,1,0
673bdce6-661e-4fde-bf09-81ed87c2a7c7,3,65.84217854,20091.39039,0,0,0,0,0,0,0,0,0,0,1,0
673bdce6-661e-4fde-bf09-81ed87c2a7c7,1,136.5872301,20182.55532,0,0,0,0,0,0,0,0,0,0,1,0
673bdce6-661e-4fde-bf09-81ed87c2a7c7,3,185.3808897,20071.32524,0,0,0,0,0,0,0,0,0,0,1,0
673bdce6-661e-4fde-bf09-81ed87c2a7c7,1,394.3517089,19756.91554,0,0,1,0,0,0,0,0,0,0,1,1
673bdce6-661e-4fde-bf09-81ed87c2a7c7,1,10552.49846,26.63674864,0,0,1,1,7,0,0,0,0,1,0,4
673bdce6-661e-4fde-bf09-81ed87c2a7c7,3,28.13517771,10594.73756,0,0,0,0,0,0,0,0,0,0,0,0
673bdce6-661e-4fde-bf09-81ed87c2a7c7,7,48.44579814,6890.126831,1,1,24,7,3,3,1,0,3,19,2,7
